Feature1,Feature2,Correlation,Abs_Correlation
thaldur,smoke,-0.1575798380149015,0.1575798380149015
trestbpd,famhist,0.1567441405558266,0.1567441405558266
ca,thalach,0.15620853608323382,0.15620853608323382
restecg,painloc,-0.15612971635340914,0.15612971635340914
nitr,restecg,0.15587609573314493,0.15587609573314493
exang,pro,0.15582424551832955,0.15582424551832955
cmo,cigs,0.15561011699934016,0.15561011699934016
ekgday,painexer,0.1552197983619943,0.1552197983619943
thal,chol,0.15501603093093497,0.15501603093093497
dig,famhist,0.1547642375490998,0.1547642375490998
diuretic,ekgyr,0.15447328233490243,0.15447328233490243
tpeakbpd,pro,0.15428042612488593,0.15428042612488593
fbs,htn,0.15423764074069,0.15423764074069
ekgmo,painloc,0.15355768585776408,0.15355768585776408
tpeakbpd,restecg,0.15309436696040538,0.15309436696040538
nitr,famhist,0.1529443697297461,0.1529443697297461
thalrest,relrest,0.15285383010920311,0.15285383010920311
ca,proto,-0.15267141627947303,0.15267141627947303
thaltime,chol,0.1525928875434031,0.1525928875434031
exang,met,0.15227623091939604,0.15227623091939604
proto,nitr,-0.1517158513419457,0.1517158513419457
cday,exang,0.15164092937486343,0.15164092937486343
prop,ekgday,0.1501957622835269,0.1501957622835269
target,thalach,0.15000325058921762,0.15000325058921762
exang,chol,0.1495577223279838,0.1495577223279838
cmo,restecg,0.14930910510583073,0.14930910510583073
proto,relrest,0.1491763434826994,0.1491763434826994
dummy,famhist,0.1489899007114396,0.1489899007114396
famhist,trestbps,0.1489899007114396,0.1489899007114396
cmo,painexer,0.14870795209864374,0.14870795209864374
cyr,smoke,0.1481476764736204,0.1481476764736204
met,ekgmo,0.14753093800009537,0.14753093800009537
target,prop,0.14731339943108862,0.14731339943108862
tpeakbps,pro,0.1472551776642993,0.1472551776642993
rldv5,chol,0.14702879578197067,0.14702879578197067
cigs,chol,0.1468423245072181,0.1468423245072181
thalrest,met,0.1465187632994194,0.1465187632994194
nitr,htn,0.14640657760727588,0.14640657760727588
proto,sex,0.14567504513319726,0.14567504513319726
pro,ekgday,0.14534639877466962,0.14534639877466962
diuretic,smoke,0.1452085622042918,0.1452085622042918
thalach,nitr,0.14475232196437274,0.14475232196437274
nitr,painloc,0.1447334543818544,0.1447334543818544
ca,thalrest,0.14450198835843098,0.14450198835843098
ca,cp,0.14441140940786307,0.14441140940786307
cyr,pro,0.1443607977984355,0.1443607977984355
tpeakbps,diuretic,0.14433731422133997,0.14433731422133997
trestbpd,prop,0.14323186913083907,0.14323186913083907
ekgmo,restecg,0.14293458256478192,0.14293458256478192
oldpeak,relrest,0.14289074746570413,0.14289074746570413
prop,trestbps,0.14270250853453867,0.14270250853453867
dummy,prop,0.14270250853453864,0.14270250853453864
ekgmo,famhist,0.14201786022743132,0.14201786022743132
thaltime,pro,0.14186074240716678,0.14186074240716678
ekgyr,famhist,0.1416168176030809,0.1416168176030809
cmo,oldpeak,0.14087413373078986,0.14087413373078986
thalach,met,0.1406120589082504,0.1406120589082504
cday,rldv5e,0.1406059107560781,0.1406059107560781
tpeakbpd,diuretic,0.14014288122172572,0.14014288122172572
nitr,years,0.13984858775522735,0.13984858775522735
ca,ekgyr,0.13977662619214348,0.13977662619214348
prop,ekgyr,0.13925242277151031,0.13925242277151031
fbs,cp,0.13826161003491363,0.13826161003491363
ca,cigs,0.13806071270984008,0.13806071270984008
rldv5,nitr,0.13801684134257208,0.13801684134257208
thaldur,htn,0.13765710470564355,0.13765710470564355
slope,relrest,0.1375935310739268,0.1375935310739268
pro,prop,0.1374897157383715,0.1374897157383715
thalrest,pro,0.13686090599956244,0.13686090599956244
famhist,smoke,0.13614052803570773,0.13614052803570773
target,proto,-0.1358581516384408,0.1358581516384408
ca,tpeakbps,0.1357832892439007,0.1357832892439007
target,diuretic,0.13458482579660389,0.13458482579660389
dig,years,0.13379153664369955,0.13379153664369955
prop,famhist,0.13378526632427346,0.13378526632427346
slope,years,0.13351177040114376,0.13351177040114376
diuretic,dig,0.1332161591516727,0.1332161591516727
exang,htn,0.13308529924078305,0.13308529924078305
nitr,ekgmo,0.13295286745020232,0.13295286745020232
proto,diuretic,-0.1317224646211608,0.1317224646211608
cday,restecg,0.13161307308550116,0.13161307308550116
nitr,cigs,0.1309282131357348,0.1309282131357348
rldv5,smoke,0.1305927276719971,0.1305927276719971
diuretic,years,0.13038526717850446,0.13038526717850446
exang,prop,0.12946490849848025,0.12946490849848025
target,xhypo,0.12900953941660367,0.12900953941660367
exang,smoke,0.12896285702616078,0.12896285702616078
diuretic,painexer,0.12868271177984353,0.12868271177984353
thal,thaltime,0.12805683996569545,0.12805683996569545
slope,prop,0.1263768556329878,0.1263768556329878
exang,diuretic,0.12578554728287417,0.12578554728287417
diuretic,relrest,0.12558884039421297,0.12558884039421297
ekgday,restecg,0.12514803193198787,0.12514803193198787
met,thaldur,0.12438992718509043,0.12438992718509043
diuretic,sex,0.12358290154030709,0.12358290154030709
oldpeak,diuretic,0.12319382106819952,0.12319382106819952
thal,nitr,0.12304640282614651,0.12304640282614651
pro,chol,-0.12295562312324751,0.12295562312324751
rldv5,thaltime,0.1228985261398273,0.1228985261398273
slope,xhypo,0.12232978640418957,0.12232978640418957
famhist,relrest,-0.12205222641284241,0.12205222641284241
met,ekgday,0.1219114095514668,0.1219114095514668
thaltime,ekgmo,0.12149370248604834,0.12149370248604834
diuretic,famhist,0.12067681254338551,0.12067681254338551
diuretic,cigs,0.12027988670306514,0.12027988670306514
target,rldv5,0.12004921071134123,0.12004921071134123
rldv5,restecg,-0.12001481797606287,0.12001481797606287
tpeakbps,prop,0.12000904676735859,0.12000904676735859
oldpeak,years,0.11954839217580288,0.11954839217580288
tpeakbpd,prop,0.11887742958385981,0.11887742958385981
thaltime,htn,0.11835148173761999,0.11835148173761999
famhist,painexer,-0.11755890072584385,0.11755890072584385
cyr,diuretic,0.11666046410025731,0.11666046410025731
thalach,pro,0.11547607650361187,0.11547607650361187
fbs,smoke,0.11524937249795887,0.11524937249795887
target,famhist,0.11463668490854367,0.11463668490854367
proto,fbs,-0.11434671760675227,0.11434671760675227
dig,restecg,0.11419790783934446,0.11419790783934446
oldpeak,proto,-0.11376085125563265,0.11376085125563265
ca,htn,0.11369550287775862,0.11369550287775862
rldv5,cigs,-0.11284384406762143,0.11284384406762143
exang,cigs,0.11226846375672081,0.11226846375672081
cyr,ca,0.11169839196548698,0.11169839196548698
exang,years,0.11142415721444866,0.11142415721444866
proto,prop,-0.11101319355949017,0.11101319355949017
thal,relrest,-0.11016773288121608,0.11016773288121608
thalach,cigs,0.11004269217883195,0.11004269217883195
famhist,sex,0.10937911417781998,0.10937911417781998
rldv5,years,-0.10920816015909378,0.10920816015909378
proto,painexer,0.10814997029448802,0.10814997029448802
thalach,smoke,-0.10812668863370058,0.10812668863370058
ca,smoke,-0.1075527215176875,0.1075527215176875
cyr,prop,0.10683766849761304,0.10683766849761304
thalach,diuretic,0.10663221030759985,0.10663221030759985
xhypo,cp,0.10659420130298179,0.10659420130298179
thaltime,nitr,0.10599044871350101,0.10599044871350101
met,years,-0.10502939305850971,0.10502939305850971
cday,nitr,0.10468109443826301,0.10468109443826301
fbs,painexer,0.10371116928422876,0.10371116928422876
thalrest,famhist,0.1034947338754422,0.1034947338754422
diuretic,fbs,0.10346036170782744,0.10346036170782744
cmo,met,0.10329639227145279,0.10329639227145279
thalrest,diuretic,0.10259597798220635,0.10259597798220635
fbs,relrest,0.10200829816000098,0.10200829816000098
tpeakbps,famhist,0.10188660774489947,0.10188660774489947
ca,ekgmo,0.10051596811867691,0.10051596811867691
ekgmo,cigs,0.10036006997656553,0.10036006997656553
exang,restecg,0.09977036929507858,0.09977036929507858
oldpeak,cigs,0.09950233637736415,0.09950233637736415
nitr,dig,0.09851137067436101,0.09851137067436101
proto,htn,-0.09839789227936405,0.09839789227936405
ekgyr,cigs,0.0974017784306755,0.0974017784306755
prop,sex,0.09727853139153035,0.09727853139153035
cmo,nitr,0.09708135451938843,0.09708135451938843
ekgmo,painexer,0.09513623259886694,0.09513623259886694
pro,smoke,0.09461243239955687,0.09461243239955687
thaltime,painexer,0.09420327349465758,0.09420327349465758
cday,fbs,0.09413153199200207,0.09413153199200207
prop,smoke,0.09393280770639281,0.09393280770639281
ca,tpeakbpd,0.09384406421278832,0.09384406421278832
prop,htn,0.09262366129804984,0.09262366129804984
cday,met,0.09214406769035811,0.09214406769035811
oldpeak,xhypo,0.09177647410475853,0.09177647410475853
trestbpd,cigs,0.09141336390798893,0.09141336390798893
ekgmo,relrest,0.09125734951407415,0.09125734951407415
ekgday,famhist,0.09028889173334168,0.09028889173334168
xhypo,dummy,0.09015056608167263,0.09015056608167263
xhypo,trestbps,0.09015056608167263,0.09015056608167263
thalrest,smoke,-0.08962421098378132,0.08962421098378132
cigs,painloc,-0.08961299325543468,0.08961299325543468
thal,prop,0.08927112516002844,0.08927112516002844
xhypo,painexer,0.08920404916993215,0.08920404916993215
thal,fbs,0.08909380560480913,0.08909380560480913
met,famhist,-0.08847685998222482,0.08847685998222482
proto,dig,-0.08833614288532274,0.08833614288532274
xhypo,exang,0.08797876992224589,0.08797876992224589
diuretic,restecg,0.08737679132158113,0.08737679132158113
cigs,trestbps,0.08667519310080984,0.08667519310080984
dummy,cigs,0.08667519310080984,0.08667519310080984
proto,cp,0.08665504476489691,0.08665504476489691
ca,exang,0.08649809416406978,0.08649809416406978
ekgmo,years,0.08576259448930357,0.08576259448930357
cmo,fbs,0.08573419406777326,0.08573419406777326
cday,oldpeak,0.08568656240815771,0.08568656240815771
pro,dig,0.08546968022338015,0.08546968022338015
cday,famhist,0.08525698983243048,0.08525698983243048
rldv5e,nitr,0.08468283515616436,0.08468283515616436
rldv5e,met,-0.08434781091337892,0.08434781091337892
slope,dig,0.08426076859007926,0.08426076859007926
thalach,prop,0.08382111080877278,0.08382111080877278
thal,pro,0.08371482576777105,0.08371482576777105
prop,painexer,0.0828436163614274,0.0828436163614274
ca,nitr,0.08254667769866558,0.08254667769866558
dig,ekgyr,0.08226656296144375,0.08226656296144375
fbs,trestbps,0.08185910451083267,0.08185910451083267
dummy,fbs,0.08185910451083267,0.08185910451083267
thalrest,prop,0.08171550945711684,0.08171550945711684
restecg,painexer,-0.08142149674182082,0.08142149674182082
thalrest,dig,0.08124348887846018,0.08124348887846018
tpeakbps,smoke,-0.08071127635541012,0.08071127635541012
dig,htn,0.07992750158642553,0.07992750158642553
cmo,thaltime,0.07926655812433081,0.07926655812433081
trestbpd,smoke,-0.07917448523371647,0.07917448523371647
xhypo,ekgday,0.07840604045493049,0.07840604045493049
smoke,htn,0.0783866242851088,0.0783866242851088
cmo,ca,0.07826761515799992,0.07826761515799992
restecg,relrest,-0.07804661355403555,0.07804661355403555
rldv5e,prop,0.07794317304801017,0.07794317304801017
thaldur,years,-0.07737324244371316,0.07737324244371316
proto,pro,-0.07679460137916153,0.07679460137916153
rldv5,slope,0.07630203592924653,0.07630203592924653
prop,ekgmo,0.0761938374155328,0.0761938374155328
xhypo,ekgyr,0.07499921653915005,0.07499921653915005
cday,cigs,0.07490072573338186,0.07490072573338186
thal,painexer,-0.07481181335019291,0.07481181335019291
dig,fbs,0.07476356056690725,0.07476356056690725
xhypo,trestbpd,0.07442902094543677,0.07442902094543677
years,painloc,-0.07441259331037532,0.07441259331037532
xhypo,relrest,0.07406081605742602,0.07406081605742602
trestbpd,dig,0.07362363379873688,0.07362363379873688
prop,restecg,0.07322516846972864,0.07322516846972864
cmo,smoke,0.07291351015788725,0.07291351015788725
cday,prop,0.07271257913896305,0.07271257913896305
prop,years,0.07201565575898781,0.07201565575898781
thaldur,pro,0.0718705371576192,0.0718705371576192
rldv5,pro,0.07185239917860128,0.07185239917860128
exang,famhist,0.07176397230777677,0.07176397230777677
thaldur,relrest,0.07137262622141825,0.07137262622141825
dummy,dig,0.07086783351460661,0.07086783351460661
dig,trestbps,0.07086783351460661,0.07086783351460661
thaltime,famhist,0.07072221229263964,0.07072221229263964
dig,cigs,0.0702089982807367,0.0702089982807367
cyr,age,-0.06968631772511098,0.06968631772511098
slope,fbs,0.06887087433818277,0.06887087433818277
xhypo,proto,-0.06800914664511068,0.06800914664511068
diuretic,ekgmo,0.0671192746196075,0.0671192746196075
thalach,painexer,0.06710187692784118,0.06710187692784118
fbs,painloc,0.06651046702016794,0.06651046702016794
met,prop,0.0664592652855154,0.0664592652855154
thalach,relrest,0.06609194680865443,0.06609194680865443
rldv5e,sex,0.06600647610503646,0.06600647610503646
rldv5e,exang,0.0654803321666643,0.0654803321666643
prop,relrest,0.06535089214272678,0.06535089214272678
met,proto,-0.06523065701868588,0.06523065701868588
dummy,years,0.06517734284477703,0.06517734284477703
years,trestbps,0.06517734284477697,0.06517734284477697
thaltime,smoke,-0.06487608850719945,0.06487608850719945
diuretic,ekgday,0.06423588587907869,0.06423588587907869
thaltime,restecg,0.06385795233030812,0.06385795233030812
target,chol,0.06370986540956503,0.06370986540956503
exang,proto,-0.06326251469384551,0.06326251469384551
oldpeak,thaldur,0.062307974762912985,0.062307974762912985
exang,dig,0.06218824529593261,0.06218824529593261
thaltime,prop,0.062080497688606406,0.062080497688606406
tpeakbpd,famhist,0.06167569705551007,0.06167569705551007
cyr,dig,0.061452509937473206,0.061452509937473206
ekgyr,age,-0.0610516516649472,0.0610516516649472
ca,ekgday,0.0605416398017682,0.0605416398017682
dummy,smoke,-0.06031846116077818,0.06031846116077818
smoke,trestbps,-0.06031846116077818,0.06031846116077818
xhypo,sex,0.05989108126311666,0.05989108126311666
smoke,chol,-0.05967670644441383,0.05967670644441383
thal,smoke,-0.059328795411241086,0.059328795411241086
thalach,years,0.05875669641539486,0.05875669641539486
diuretic,painloc,0.058747330161462066,0.058747330161462066
tpeakbps,cigs,0.058713088918323886,0.058713088918323886
cp,age,-0.05861663350235188,0.05861663350235188
tpeakbpd,dig,0.05861440795307553,0.05861440795307553
rldv5e,diuretic,0.058211351461482416,0.058211351461482416
xhypo,pro,0.058209441358248036,0.058209441358248036
trestbpd,age,-0.05800075867497035,0.05800075867497035
prop,cigs,0.05732338621313344,0.05732338621313344
dummy,age,-0.05724419914413477,0.05724419914413477
trestbps,age,-0.05724419914413477,0.05724419914413477
tpeakbps,age,-0.05646731165347761,0.05646731165347761
thaldur,painexer,0.05634399551702217,0.05634399551702217
thaltime,fbs,-0.05615486327376547,0.05615486327376547
dig,sex,0.056141771369347136,0.056141771369347136
thalach,age,-0.05605601738864765,0.05605601738864765
rldv5,dig,0.055931421338275056,0.055931421338275056
tpeakbpd,age,-0.05575798472071619,0.05575798472071619
thalrest,age,-0.055648923102262805,0.055648923102262805
xhypo,nitr,0.055234216827803106,0.055234216827803106
years,relrest,0.05467284835456957,0.05467284835456957
ca,fbs,0.05444175420914621,0.05444175420914621
trestbpd,fbs,0.05435257507949635,0.05435257507949635
cday,years,0.05434199817057483,0.05434199817057483
tpeakbps,dig,0.05429067064942207,0.05429067064942207
ekgday,cigs,0.0537602476816803,0.0537602476816803
nitr,chol,0.0525994563927098,0.0525994563927098
thalrest,cigs,0.052580209395640294,0.052580209395640294
thalach,dig,0.052360019456830574,0.052360019456830574
thaltime,proto,0.052280330473514824,0.052280330473514824
oldpeak,dig,0.051910414528133546,0.051910414528133546
thaldur,prop,0.05189912138562719,0.05189912138562719
cday,xhypo,0.05146125023954824,0.05146125023954824
ekgyr,fbs,0.0514169387507018,0.0514169387507018
ca,prop,0.05130626949278334,0.05130626949278334
pro,htn,0.051286727519753876,0.051286727519753876
oldpeak,prop,0.05084199739972124,0.05084199739972124
oldpeak,smoke,0.05017138972351166,0.05017138972351166
ekgyr,years,0.05015577232851882,0.05015577232851882
thaltime,relrest,0.04957918457413928,0.04957918457413928
met,cigs,-0.04944168432378369,0.04944168432378369
oldpeak,pro,0.04927255396489837,0.04927255396489837
xhypo,diuretic,0.049178814794072004,0.049178814794072004
oldpeak,fbs,0.04892725626441672,0.04892725626441672
trestbpd,years,0.048868516680302974,0.048868516680302974
slope,smoke,0.04787812001430481,0.04787812001430481
cday,pro,0.04771498289578654,0.04771498289578654
rldv5,prop,0.0476748818931774,0.0476748818931774
xhypo,ekgmo,0.0474649356047483,0.0474649356047483
rldv5e,pro,-0.04722161279549119,0.04722161279549119
tpeakbps,fbs,0.047007854231229544,0.047007854231229544
nitr,fbs,0.046955487032735194,0.046955487032735194
pro,fbs,0.046886376616871235,0.046886376616871235
ca,thaldur,0.04658850724009613,0.04658850724009613
cday,smoke,0.04650878709322737,0.04650878709322737
thalrest,fbs,0.04617432195111934,0.04617432195111934
thal,xhypo,0.045960528333511115,0.045960528333511115
oldpeak,painloc,0.04535449962797784,0.04535449962797784
xhypo,thaldur,-0.045016132255389446,0.045016132255389446
target,thaldur,0.04487988542932293,0.04487988542932293
ca,diuretic,0.04448352953065381,0.04448352953065381
restecg,smoke,0.04391562850092803,0.04391562850092803
sex,age,-0.04390755412410576,0.04390755412410576
thaldur,age,-0.04382503928033017,0.04382503928033017
xhypo,thalrest,0.0437261581391172,0.0437261581391172
ca,met,-0.04359657513894085,0.04359657513894085
met,htn,-0.04341204075308969,0.04341204075308969
prop,fbs,0.043410206791641655,0.043410206791641655
cmo,xhypo,0.04285065451416371,0.04285065451416371
exang,fbs,0.0428377372486668,0.0428377372486668
xhypo,painloc,0.042734867239346,0.042734867239346
tpeakbpd,smoke,-0.042361460449849564,0.042361460449849564
dig,ekgday,0.04171380536237835,0.04171380536237835
ca,dig,-0.04158395642124026,0.04158395642124026
met,nitr,0.04128859506627693,0.04128859506627693
cday,age,-0.041245279003888274,0.041245279003888274
prop,dig,0.04112643621188163,0.04112643621188163
chol,relrest,-0.041063460572194746,0.041063460572194746
cmo,age,-0.04048320609800691,0.04048320609800691
rldv5e,fbs,0.04033214637563868,0.04033214637563868
chol,age,-0.03953953488089801,0.03953953488089801
ekgyr,smoke,-0.039459299056455024,0.039459299056455024
thaldur,restecg,0.03936609742770051,0.03936609742770051
cday,dig,-0.03862970910945838,0.03862970910945838
ekgday,age,-0.0380145687340485,0.0380145687340485
met,fbs,-0.03795426381216344,0.03795426381216344
cmo,diuretic,0.03740817569882881,0.03740817569882881
ekgmo,age,-0.037336343331334905,0.037336343331334905
pro,ekgmo,0.037155531082383376,0.037155531082383376
met,thaltime,-0.036706795140996916,0.036706795140996916
diuretic,htn,0.03625171426954147,0.03625171426954147
pro,famhist,0.034734882621335415,0.034734882621335415
thalach,fbs,0.03400316107336587,0.03400316107336587
xhypo,met,0.03398740788840054,0.03398740788840054
chol,painexer,-0.033496708579024294,0.033496708579024294
painloc,age,-0.03306658345887979,0.03306658345887979
xhypo,thaltime,-0.03295048112507533,0.03295048112507533
xhypo,restecg,0.03248752323570169,0.03248752323570169
thaldur,fbs,-0.031560900997081524,0.031560900997081524
xhypo,smoke,-0.030758883435525384,0.030758883435525384
slope,age,-0.030547763965254517,0.030547763965254517
cyr,xhypo,0.029956097271741637,0.029956097271741637
oldpeak,met,-0.029884709880401206,0.029884709880401206
dig,chol,0.029488541926160773,0.029488541926160773
cday,ca,0.028926485867573515,0.028926485867573515
target,age,-0.02884837599668452,0.02884837599668452
ekgmo,smoke,-0.028762072696572095,0.028762072696572095
dig,painloc,0.028685224070744288,0.028685224070744288
ca,sex,0.028423683337561796,0.028423683337561796
prop,painloc,0.028246470964285782,0.028246470964285782
dig,cp,0.028134254842945818,0.028134254842945818
ekgday,fbs,0.02805656398416427,0.02805656398416427
xhypo,tpeakbpd,0.0274672218173137,0.0274672218173137
cigs,painexer,-0.02732857232890118,0.02732857232890118
thaldur,cigs,-0.026813681975363362,0.026813681975363362
tpeakbpd,cigs,0.02592654223129904,0.02592654223129904
chol,painloc,0.025869650351639528,0.025869650351639528
tpeakbps,years,0.024793417957161768,0.024793417957161768
relrest,age,-0.024545089079075044,0.024545089079075044
htn,age,-0.02454508077392675,0.02454508077392675
rldv5,htn,0.024510357013825257,0.024510357013825257
rldv5,age,-0.02444016631358328,0.02444016631358328
tpeakbpd,fbs,0.024375994693897497,0.024375994693897497
thaltime,dig,-0.024321974442142204,0.024321974442142204
pro,cigs,0.02428041898855958,0.02428041898855958
ca,pro,-0.024161657177242644,0.024161657177242644
xhypo,famhist,-0.02398819710512952,0.02398819710512952
rldv5e,dig,0.023756409022430175,0.023756409022430175
met,smoke,0.02284792122377279,0.02284792122377279
thal,age,-0.022392759538029463,0.022392759538029463
painexer,age,-0.022355605447147785,0.022355605447147785
rldv5e,age,-0.021309732770553893,0.021309732770553893
thaldur,diuretic,0.020736073485669766,0.020736073485669766
exang,age,-0.0206983814898809,0.0206983814898809
oldpeak,age,-0.020682710433722055,0.020682710433722055
restecg,age,-0.0203986672247703,0.0203986672247703
thaldur,nitr,0.020284565018827805,0.020284565018827805
ekgday,smoke,-0.020124890592915893,0.020124890592915893
rldv5,xhypo,-0.020000182502555836,0.020000182502555836
pro,restecg,0.019923030171783315,0.019923030171783315
cmo,pro,0.019819749752970912,0.019819749752970912
xhypo,tpeakbps,-0.019482496836169753,0.019482496836169753
xhypo,years,-0.019427174698545047,0.019427174698545047
thaltime,age,-0.019296669525830718,0.019296669525830718
proto,age,-0.01837629989098548,0.01837629989098548
famhist,age,-0.017953601345147133,0.017953601345147133
years,age,-0.017818081081902703,0.017818081081902703
cday,diuretic,0.017756022868595674,0.017756022868595674
dig,ekgmo,0.017443664017663608,0.017443664017663608
cigs,age,-0.017116415528433425,0.017116415528433425
xhypo,thalach,0.016662965474093433,0.016662965474093433
xhypo,dig,0.016172695346375686,0.016172695346375686
thaldur,famhist,0.016171346098889334,0.016171346098889334
xhypo,chol,-0.016083501518492894,0.016083501518492894
nitr,age,-0.015846496290443126,0.015846496290443126
thaldur,dig,-0.014042293443884623,0.014042293443884623
tpeakbpd,years,-0.01382544956472254,0.01382544956472254
met,age,-0.013797632988587062,0.013797632988587062
ekgday,years,0.013261919687279623,0.013261919687279623
prop,chol,0.01322487265996035,0.01322487265996035
thaltime,cigs,-0.013133219773665638,0.013133219773665638
thalrest,years,0.01295415532862109,0.01295415532862109
pro,age,-0.012207720525657825,0.012207720525657825
pro,years,0.01185894732456258,0.01185894732456258
fbs,age,-0.011762479457475675,0.011762479457475675
cmo,dig,0.010957723365365175,0.010957723365365175
smoke,age,-0.010949287648424299,0.010949287648424299
thal,dig,0.010754345962796659,0.010754345962796659
met,restecg,-0.010621087571358892,0.010621087571358892
thaltime,years,-0.010309399535188384,0.010309399535188384
exang,thaldur,0.010156070431093216,0.010156070431093216
years,painexer,0.00983643633586724,0.00983643633586724
diuretic,age,-0.00949225575182955,0.00949225575182955
ca,age,-0.009322036453185632,0.009322036453185632
rldv5,diuretic,0.009170045707858539,0.009170045707858539
prop,age,-0.008785005295563302,0.008785005295563302
dig,relrest,0.008764078495630377,0.008764078495630377
ca,xhypo,0.00827218395668862,0.00827218395668862
htn,relrest,0.007995871168489476,0.007995871168489476
xhypo,cigs,-0.00761802985167146,0.00761802985167146
xhypo,htn,-0.007367708125920064,0.007367708125920064
ekgmo,fbs,0.007150718473636879,0.007150718473636879
target,rldv5e,0.00696215967368435,0.00696215967368435
rldv5e,xhypo,0.0067776663271297615,0.0067776663271297615
diuretic,chol,-0.006201136413386745,0.006201136413386745
htn,painloc,-0.006055554602816597,0.006055554602816597
target,dig,0.0053037932179204285,0.0053037932179204285
dig,age,-0.005164122457186898,0.005164122457186898
cigs,relrest,0.004958297663768458,0.004958297663768458
xhypo,age,-0.004482713742201666,0.004482713742201666
xhypo,fbs,0.0039846310207413615,0.0039846310207413615
thaltime,painloc,0.0033900378778729426,0.0033900378778729426
thaltime,diuretic,0.002400546613643831,0.002400546613643831
slope,painloc,-0.00171234597767003,0.00171234597767003
cmo,prop,0.0014375094157299498,0.0014375094157299498
rldv5,fbs,-0.0011868544328498601,0.0011868544328498601
xhypo,prop,0.0009031324628518231,0.0009031324628518231
htn,painexer,-0.0004984704879323022,0.0004984704879323022
met,dig,-0.00017047537996144085,0.00017047537996144085
dig,painexer,-4.5844601154094e-05,4.5844601154094e-05
